emp_id,emp_name,dept_id,job_level,gender,experience_years,location,salary,bonus,attrition
4011,Swati Joshi,2,Mid,Male,13,Mumbai,71562,10829,No
4012,Manish Jain,2,Manager,Male,3,Chennai,94627,19494,No
4013,Amit Sharma,3,Mid,Male,4,Delhi,111687,28208,No
4014,Rahul Verma,3,Mid,Male,12,Chennai,94981,8372,No
4015,Karan Malhotra,3,Manager,Male,4,Chennai,78294,26923,No
4016,Ritu Saxena,1,Mid,Male,4,Delhi,115436,26565,No
4017,Manish Jain,3,Mid,Male,9,Mumbai,113176,12253,No
4018,Karan Malhotra,1,Manager,Male,6,Mumbai,40353,26516,No
4019,Nisha Agarwal,5,Junior,Female,10,Mumbai,142123,9512,No
4020,Vikas Yadav,4,Manager,Male,9,Chennai,143251,22531,No
4021,Nisha Agarwal,5,Senior,Male,12,Chennai,126406,8066,No
4022,Vikas Yadav,1,Mid,Female,4,Bangalore,42871,8120,Yes
4023,Manish Jain,1,Senior,Female,7,Mumbai,114955,22410,No
4024,Rohit Kumar,4,Mid,Female,13,Chennai,73377,8070,Yes
4025,Nisha Agarwal,2,Junior,Female,12,Bangalore,103052,27226,Yes
4026,Priya Singh,2,Mid,Female,10,Chennai,51670,17558,No
4027,Vikas Yadav,2,Manager,Female,12,Chennai,40311,10669,No
4028,Nisha Agarwal,3,Mid,Female,12,Mumbai,34955,28704,No
4029,Vikas Yadav,2,Senior,Male,9,Delhi,73360,28868,Yes
4030,Amit Sharma,3,Manager,Male,10,Chennai,43322,15197,No
4031,Nisha Agarwal,3,Senior,Male,3,Chennai,139284,9822,No
4032,Nisha Agarwal,2,Junior,Female,13,Chennai,128941,16108,No
4033,Arjun Das,2,Senior,Male,3,Mumbai,30152,17154,Yes
4034,Priya Singh,4,Senior,Female,6,Chennai,43473,22606,No
4035,Ritu Saxena,4,Senior,Male,8,Bangalore,101445,15456,No
4036,Arjun Das,3,Manager,Female,1,Mumbai,57009,14725,No
4037,Karan Malhotra,4,Junior,Male,4,Bangalore,147426,27567,No
4038,Suresh Reddy,3,Junior,Male,13,Mumbai,111039,26177,No
4039,Amit Sharma,1,Junior,Male,8,Chennai,95674,26992,No
4040,Karan Malhotra,3,Senior,Male,6,Chennai,44541,13983,No
4041,Suresh Reddy,3,Manager,Male,14,Bangalore,101775,12748,No
4042,Swati Joshi,4,Manager,Male,2,Bangalore,145413,18560,No
4043,Sneha Iyer,1,Manager,Male,8,Mumbai,141971,20015,No
4044,Swati Joshi,5,Senior,Female,13,Mumbai,107270,27931,No
4045,Suresh Reddy,5,Junior,Female,14,Delhi,81517,7084,No
4046,Vikas Yadav,5,Senior,Male,1,Delhi,110383,23938,Yes
4047,Deepak Mishra,1,Manager,Male,12,Delhi,30018,16795,No
4048,Swati Joshi,2,Senior,Male,1,Chennai,72396,6681,No
4049,Swati Joshi,1,Mid,Male,7,Bangalore,81113,8722,No
4050,Rahul Verma,4,Junior,Female,14,Bangalore,106182,7036,No
4051,Suresh Reddy,3,Junior,Female,10,Delhi,146539,28487,Yes
4052,Manish Jain,3,Manager,Male,3,Delhi,69880,8157,No
4053,Ritu Saxena,4,Senior,Male,12,Mumbai,117441,16917,No
4054,Priya Singh,4,Manager,Male,12,Delhi,88206,15651,No
4055,Arjun Das,3,Senior,Male,8,Bangalore,46484,12555,Yes
4056,Deepak Mishra,2,Mid,Female,9,Mumbai,120704,28951,No
4057,Pooja Patel,2,Junior,Female,8,Delhi,69606,13613,Yes
4058,Aakash Pandey,2,Junior,Female,1,Chennai,77121,22342,No
4059,Swati Joshi,4,Senior,Female,1,Delhi,92618,10452,No
4060,Karan Malhotra,3,Junior,Male,6,Chennai,44464,20350,No
4061,Rahul Verma,3,Senior,Female,12,Delhi,102671,18971,No
4062,Pooja Patel,3,Manager,Male,1,Mumbai,101565,23601,No
4063,Anjali Mehta,1,Mid,Female,8,Chennai,92778,24213,No
4064,Sneha Iyer,1,Senior,Female,13,Chennai,108189,5227,No
4065,Ritu Saxena,5,Mid,Male,14,Mumbai,32509,28877,No
4066,Pooja Patel,1,Manager,Female,6,Chennai,76240,21388,No
4067,Neha Gupta,2,Manager,Male,5,Mumbai,31955,21535,No
4068,Ritu Saxena,2,Manager,Male,13,Delhi,105382,17444,No
4069,Varun Bansal,2,Senior,Male,6,Mumbai,37078,16521,No
4070,Nisha Agarwal,2,Mid,Male,4,Mumbai,135847,8077,Yes
4071,Manish Jain,5,Mid,Male,1,Mumbai,83932,27817,No
4072,Aakash Pandey,2,Junior,Female,7,Mumbai,121800,8971,No
4073,Rahul Verma,4,Senior,Female,10,Bangalore,112830,6004,No
4074,Manish Jain,4,Junior,Male,9,Chennai,101699,28685,No
4075,Manish Jain,4,Junior,Male,4,Delhi,75601,13002,No
4076,Ritu Saxena,1,Senior,Male,13,Mumbai,54377,8660,No
4077,Varun Bansal,3,Junior,Male,4,Bangalore,102251,24902,Yes
4078,Kavita Nair,5,Junior,Female,9,Bangalore,118062,11489,No
4079,Priya Singh,4,Junior,Male,4,Delhi,69373,20475,No
4080,Swati Joshi,4,Manager,Female,10,Chennai,145869,14814,Yes
4081,Priya Singh,2,Senior,Female,4,Delhi,86683,24011,No
4082,Deepak Mishra,4,Manager,Male,8,Mumbai,127997,9708,No
4083,Pooja Patel,2,Junior,Female,11,Chennai,145292,11087,Yes
4084,Neha Gupta,2,Junior,Male,4,Chennai,85001,28201,Yes
4085,Varun Bansal,3,Manager,Male,9,Delhi,48754,27840,No
4086,Arjun Das,1,Junior,Female,11,Delhi,126344,16684,No
4087,Arjun Das,2,Senior,Male,8,Chennai,72970,23309,No
4088,Arjun Das,2,Mid,Male,5,Delhi,107863,10702,No
4089,Rahul Verma,3,Manager,Female,9,Chennai,77055,29748,No
4090,Nisha Agarwal,2,Mid,Female,8,Delhi,43221,14318,Yes
4091,Suresh Reddy,5,Mid,Female,14,Chennai,112122,5227,No
4092,Rahul Verma,1,Mid,Male,10,Mumbai,111628,28684,Yes
4093,Ritu Saxena,5,Manager,Female,4,Bangalore,43870,8643,Yes
4094,Karan Malhotra,4,Junior,Female,4,Delhi,128546,8728,No
4095,Neha Gupta,1,Senior,Female,1,Chennai,33740,14426,No
4096,Pooja Patel,4,Junior,Female,4,Bangalore,49105,10228,No
4097,Suresh Reddy,2,Senior,Male,12,Bangalore,104387,20716,No
4098,Rohit Kumar,3,Junior,Female,13,Bangalore,71672,16958,No
4099,Karan Malhotra,5,Mid,Female,8,Delhi,140391,26000,No
4100,Manish Jain,4,Mid,Male,12,Delhi,104902,25099,No
4101,Vikas Yadav,2,Senior,Female,12,Mumbai,133523,9521,No
4102,Varun Bansal,5,Manager,Female,5,Delhi,120358,23505,Yes
4103,Nisha Agarwal,5,Junior,Male,6,Delhi,112650,28647,No
4104,Priya Singh,4,Mid,Male,4,Delhi,58519,12296,No
4105,Rohit Kumar,2,Senior,Male,14,Bangalore,80712,21726,No
4106,Swati Joshi,3,Junior,Male,5,Mumbai,88328,27928,No
4107,Sneha Iyer,4,Senior,Male,10,Bangalore,38687,16123,No
4108,Vikas Yadav,5,Manager,Female,8,Mumbai,84560,25701,No
4109,Suresh Reddy,5,Manager,Female,12,Delhi,118478,17927,No
4110,Anjali Mehta,1,Junior,Female,9,Chennai,73622,20194,No
4111,Nisha Agarwal,2,Manager,Female,3,Delhi,89470,20864,Yes
4112,Karan Malhotra,1,Junior,Male,10,Bangalore,125616,14550,No
4113,Priya Singh,3,Junior,Male,4,Bangalore,94949,15613,No
4114,Neha Gupta,4,Manager,Male,1,Bangalore,98111,9832,No
4115,Kavita Nair,5,Senior,Female,11,Mumbai,53892,18427,Yes
4116,Rohit Kumar,2,Senior,Male,5,Bangalore,31082,8174,No
4117,Kavita Nair,5,Junior,Male,4,Chennai,81905,17852,No
4118,Sneha Iyer,1,Mid,Female,6,Chennai,125106,13054,No
4119,Kavita Nair,1,Junior,Male,6,Delhi,147646,22410,No
4120,Manish Jain,4,Senior,Male,13,Mumbai,38735,27333,No
4121,Arjun Das,2,Junior,Female,10,Mumbai,41255,26023,Yes
4122,Karan Malhotra,2,Senior,Female,6,Delhi,135137,21129,No
4123,Pooja Patel,4,Manager,Male,3,Bangalore,40094,6103,No
4124,Pooja Patel,1,Junior,Female,14,Bangalore,116234,24067,Yes
4125,Pooja Patel,1,Junior,Male,7,Delhi,90515,9944,No
4126,Manish Jain,1,Manager,Female,3,Delhi,117010,11964,No
4127,Rahul Verma,5,Manager,Female,6,Delhi,60651,13587,No
4128,Sneha Iyer,3,Mid,Female,13,Delhi,64918,16131,No
4129,Kavita Nair,1,Manager,Female,13,Mumbai,36103,17676,Yes
4130,Sneha Iyer,3,Mid,Male,14,Mumbai,112803,16523,No
4131,Arjun Das,3,Manager,Male,10,Bangalore,147365,28887,No
4132,Ritu Saxena,2,Senior,Male,1,Mumbai,90146,28761,Yes
4133,Karan Malhotra,4,Junior,Female,14,Mumbai,84390,14726,No
4134,Nisha Agarwal,5,Manager,Male,8,Mumbai,132279,13236,No
4135,Rahul Verma,3,Senior,Female,7,Delhi,79158,23363,No
4136,Aakash Pandey,5,Manager,Male,12,Mumbai,57011,19739,Yes
4137,Sneha Iyer,2,Junior,Female,9,Bangalore,119565,6864,No
4138,Swati Joshi,1,Manager,Female,14,Mumbai,88889,15466,No
4139,Aakash Pandey,3,Manager,Female,3,Delhi,92267,25828,No
4140,Nisha Agarwal,4,Junior,Male,12,Mumbai,133704,24485,Yes
4141,Anjali Mehta,2,Manager,Male,8,Chennai,81241,8433,No
4142,Ritu Saxena,5,Junior,Male,2,Bangalore,34191,19422,No
4143,Priya Singh,1,Mid,Male,9,Mumbai,35623,13995,No
4144,Anjali Mehta,5,Manager,Female,1,Bangalore,32293,23453,No
4145,Priya Singh,4,Senior,Female,12,Delhi,135695,17672,No
4146,Amit Sharma,3,Manager,Female,10,Bangalore,50593,10140,Yes
4147,Manish Jain,4,Junior,Female,7,Chennai,122703,18999,No
4148,Deepak Mishra,5,Junior,Male,14,Chennai,132729,18778,Yes
4149,Manish Jain,5,Senior,Male,10,Bangalore,107302,22863,No
4150,Neha Gupta,4,Senior,Female,14,Delhi,91384,20108,Yes
4151,Vikas Yadav,4,Junior,Male,1,Bangalore,65992,20350,No
4152,Kavita Nair,4,Mid,Female,6,Mumbai,113160,6703,No
4153,Vikas Yadav,1,Mid,Female,1,Mumbai,45848,9316,No
4154,Ritu Saxena,5,Junior,Female,13,Bangalore,91173,15204,Yes
4155,Ritu Saxena,2,Mid,Male,4,Mumbai,142911,9686,No
4156,Neha Gupta,1,Senior,Female,7,Mumbai,45759,27001,No
4157,Anjali Mehta,1,Mid,Male,2,Delhi,37517,9908,No
4158,Varun Bansal,1,Senior,Female,3,Bangalore,131797,8230,No
4159,Rohit Kumar,2,Manager,Male,4,Mumbai,60980,29718,No
4160,Varun Bansal,4,Senior,Male,6,Bangalore,99126,6849,No
4161,Sneha Iyer,5,Manager,Female,13,Bangalore,120828,9020,Yes
4162,Amit Sharma,3,Senior,Female,12,Mumbai,38455,13236,Yes
4163,Pooja Patel,3,Senior,Male,9,Delhi,36944,21834,No
4164,Amit Sharma,5,Mid,Male,4,Delhi,128621,6259,No
4165,Rohit Kumar,2,Senior,Male,6,Chennai,94627,14195,No
4166,Anjali Mehta,3,Junior,Female,12,Bangalore,94723,9777,No
4167,Priya Singh,1,Manager,Female,7,Chennai,146895,28776,No
4168,Ritu Saxena,3,Manager,Male,4,Delhi,57100,12575,Yes
4169,Rohit Kumar,5,Senior,Male,6,Mumbai,96176,29370,No
4170,Deepak Mishra,1,Junior,Male,3,Mumbai,30858,23380,No
4171,Aakash Pandey,3,Senior,Female,5,Delhi,67011,16680,No
4172,Karan Malhotra,5,Senior,Female,12,Delhi,126054,19482,No
4173,Anjali Mehta,2,Mid,Male,12,Bangalore,137966,9888,No
4174,Deepak Mishra,5,Senior,Male,11,Chennai,45437,28520,No
4175,Pooja Patel,2,Senior,Female,10,Chennai,55550,16224,No
4176,Vikas Yadav,1,Mid,Female,4,Delhi,55861,22878,No
4177,Pooja Patel,5,Mid,Male,7,Bangalore,71011,17304,No
4178,Manish Jain,4,Junior,Male,6,Mumbai,58929,6578,No
4179,Anjali Mehta,4,Mid,Male,7,Delhi,31019,22619,No
4180,Aakash Pandey,4,Manager,Female,6,Chennai,54284,14207,Yes
4181,Rahul Verma,4,Manager,Male,12,Bangalore,107350,18004,No
4182,Pooja Patel,4,Junior,Male,2,Bangalore,140839,28377,Yes
4183,Arjun Das,2,Senior,Male,14,Bangalore,144680,22943,Yes
4184,Amit Sharma,5,Junior,Female,7,Chennai,105640,14760,No
4185,Anjali Mehta,1,Mid,Female,8,Bangalore,104015,15178,No
4186,Karan Malhotra,4,Senior,Female,7,Mumbai,100909,12888,No
4187,Varun Bansal,4,Junior,Male,4,Chennai,62371,9575,No
4188,Sneha Iyer,1,Junior,Female,4,Delhi,43234,8856,Yes
4189,Arjun Das,1,Manager,Female,12,Bangalore,93172,9139,No
4190,Kavita Nair,4,Junior,Female,5,Chennai,36357,29216,No
4191,Priya Singh,2,Senior,Female,14,Delhi,51595,8527,No
4192,Manish Jain,1,Junior,Female,9,Delhi,75599,20870,No
4193,Priya Singh,5,Junior,Male,5,Mumbai,37772,18162,No
4194,Ritu Saxena,5,Mid,Male,2,Delhi,110103,27882,No
4195,Karan Malhotra,2,Junior,Male,5,Mumbai,83890,10819,No
4196,Manish Jain,3,Senior,Male,13,Chennai,132205,8868,No
4197,Nisha Agarwal,2,Manager,Male,3,Mumbai,58684,25835,No
4198,Priya Singh,4,Manager,Female,10,Chennai,84085,20230,Yes
4199,Varun Bansal,3,Manager,Female,8,Chennai,89924,12304,No
4200,Arjun Das,4,Manager,Male,10,Bangalore,41708,17761,No
4201,Swati Joshi,5,Mid,Female,10,Mumbai,37670,29478,No
4202,Arjun Das,1,Senior,Male,13,Chennai,146237,19127,Yes
4203,Karan Malhotra,4,Mid,Male,2,Bangalore,144520,27123,Yes
4204,Priya Singh,5,Manager,Female,14,Mumbai,100470,14693,No
4205,Anjali Mehta,2,Mid,Male,11,Mumbai,32666,5814,No
4206,Deepak Mishra,4,Junior,Female,4,Delhi,97989,12584,Yes
4207,Aakash Pandey,5,Senior,Male,5,Bangalore,146255,18378,No
4208,Nisha Agarwal,1,Junior,Female,12,Delhi,115672,25449,Yes
4209,Neha Gupta,4,Mid,Female,4,Chennai,71247,19655,No
4210,Ritu Saxena,5,Junior,Female,13,Mumbai,32473,16517,No
4211,Arjun Das,4,Mid,Female,14,Chennai,145123,6323,Yes
4212,Priya Singh,1,Mid,Female,5,Bangalore,55565,29580,No
4213,Priya Singh,4,Senior,Female,10,Mumbai,52608,21221,No
4214,Karan Malhotra,4,Senior,Male,11,Chennai,123671,14450,No
4215,Rohit Kumar,5,Senior,Male,13,Mumbai,130709,7034,No
4216,Kavita Nair,3,Manager,Female,4,Delhi,126957,27974,Yes
4217,Swati Joshi,4,Senior,Female,13,Bangalore,71214,10966,No
4218,Neha Gupta,3,Junior,Male,3,Bangalore,60548,21583,No
4219,Swati Joshi,2,Senior,Male,1,Bangalore,138505,6705,No
4220,Arjun Das,4,Senior,Male,14,Mumbai,64602,25315,No
4221,Rahul Verma,3,Senior,Male,4,Chennai,135346,23452,No
4222,Kavita Nair,2,Mid,Male,9,Chennai,124373,8758,No
4223,Arjun Das,5,Mid,Female,1,Bangalore,50735,24227,No
4224,Varun Bansal,4,Senior,Male,7,Mumbai,46806,7196,No
4225,Karan Malhotra,5,Mid,Male,3,Mumbai,91637,7133,No
4226,Swati Joshi,2,Mid,Male,8,Mumbai,76292,18413,No
4227,Arjun Das,5,Manager,Female,6,Chennai,59228,7578,No
4228,Deepak Mishra,5,Junior,Male,13,Bangalore,134237,27590,No
4229,Rahul Verma,1,Mid,Male,1,Chennai,77986,18939,Yes
4230,Rohit Kumar,2,Junior,Female,10,Delhi,72855,23981,No
4231,Rohit Kumar,5,Mid,Female,5,Mumbai,126780,5813,No
4232,Swati Joshi,3,Senior,Male,14,Delhi,110947,11551,Yes
4233,Sneha Iyer,2,Mid,Female,12,Bangalore,55864,6627,No
4234,Aakash Pandey,1,Mid,Male,13,Bangalore,68840,26000,No
4235,Neha Gupta,4,Junior,Male,8,Chennai,55924,8592,Yes
4236,Nisha Agarwal,5,Senior,Female,11,Bangalore,30554,7580,No
4237,Kavita Nair,3,Manager,Male,3,Bangalore,79158,27622,Yes
4238,Varun Bansal,1,Junior,Female,12,Chennai,113685,8932,No
4239,Anjali Mehta,2,Senior,Female,12,Chennai,97627,13487,No
4240,Deepak Mishra,5,Senior,Female,4,Chennai,57749,12113,No
4241,Arjun Das,1,Junior,Female,7,Chennai,133134,8251,No
4242,Arjun Das,1,Mid,Male,11,Bangalore,142195,21259,No
4243,Aakash Pandey,3,Senior,Male,6,Delhi,80809,22538,No
4244,Aakash Pandey,4,Manager,Male,14,Chennai,94076,21916,No
4245,Arjun Das,4,Mid,Female,7,Bangalore,104539,10127,No
4246,Sneha Iyer,4,Junior,Male,13,Bangalore,85246,5887,No
4247,Rohit Kumar,2,Junior,Female,9,Bangalore,37463,24656,No
4248,Suresh Reddy,1,Junior,Male,9,Bangalore,81114,24309,No
4249,Suresh Reddy,2,Junior,Female,2,Bangalore,145178,23816,No
4250,Kavita Nair,1,Manager,Male,3,Chennai,104045,8597,No
4251,Swati Joshi,3,Manager,Male,4,Chennai,125402,29395,No
4252,Amit Sharma,3,Senior,Female,6,Mumbai,108041,19883,No
4253,Vikas Yadav,2,Manager,Male,5,Mumbai,54466,10525,No
4254,Neha Gupta,2,Junior,Female,6,Chennai,48932,15612,Yes
4255,Amit Sharma,3,Manager,Female,11,Chennai,121952,26002,No
4256,Ritu Saxena,5,Mid,Male,8,Chennai,137712,8480,No
4257,Pooja Patel,4,Mid,Male,2,Delhi,145864,25990,No
4258,Sneha Iyer,4,Senior,Male,6,Chennai,68867,20298,No
4259,Aakash Pandey,3,Junior,Female,9,Bangalore,48984,13403,No
4260,Ritu Saxena,4,Manager,Female,5,Delhi,65862,24056,No
4261,Nisha Agarwal,5,Senior,Female,1,Delhi,144361,9032,No
4262,Deepak Mishra,5,Senior,Female,13,Bangalore,130567,29920,No
4263,Deepak Mishra,1,Manager,Female,8,Bangalore,129370,16274,No
4264,Aakash Pandey,2,Senior,Female,4,Mumbai,123544,17623,No
4265,Varun Bansal,4,Junior,Female,8,Bangalore,84896,18651,No
4266,Aakash Pandey,5,Manager,Female,13,Chennai,32790,27377,No
4267,Karan Malhotra,2,Mid,Female,4,Chennai,135383,27387,No
4268,Amit Sharma,2,Mid,Male,11,Mumbai,89805,12425,Yes
4269,Arjun Das,1,Manager,Female,8,Delhi,74449,17892,No
4270,Ritu Saxena,2,Senior,Female,9,Delhi,57245,25230,No
4271,Sneha Iyer,2,Senior,Male,5,Mumbai,113593,25400,Yes
4272,Pooja Patel,3,Mid,Male,5,Chennai,61336,21679,No
4273,Varun Bansal,1,Mid,Female,2,Mumbai,81515,12724,No
4274,Anjali Mehta,1,Junior,Male,9,Chennai,140464,21309,No
4275,Priya Singh,4,Senior,Male,11,Chennai,148411,28768,No
4276,Manish Jain,2,Junior,Female,4,Bangalore,66269,9483,No
4277,Manish Jain,4,Mid,Female,3,Mumbai,65582,19113,Yes
4278,Rahul Verma,5,Mid,Male,2,Mumbai,118562,6496,No
4279,Rohit Kumar,2,Mid,Female,3,Chennai,128652,16271,No
4280,Nisha Agarwal,5,Mid,Male,4,Chennai,130426,22951,No
4281,Anjali Mehta,3,Junior,Female,9,Bangalore,93720,27417,No
4282,Rahul Verma,2,Mid,Female,6,Chennai,143552,26834,No
4283,Neha Gupta,4,Manager,Male,10,Chennai,77827,6975,Yes
4284,Arjun Das,4,Senior,Male,5,Delhi,50517,9132,No
4285,Pooja Patel,2,Mid,Male,13,Mumbai,77365,12398,No
4286,Sneha Iyer,4,Senior,Male,9,Bangalore,123629,9278,No
4287,Pooja Patel,2,Mid,Male,8,Bangalore,112131,19627,Yes
4288,Arjun Das,1,Junior,Female,6,Chennai,99065,12925,No
4289,Varun Bansal,4,Senior,Female,3,Mumbai,109497,18833,No
4290,Pooja Patel,2,Junior,Male,7,Delhi,92430,9165,No
4291,Pooja Patel,2,Mid,Male,13,Bangalore,59456,29812,No
4292,Nisha Agarwal,4,Manager,Male,10,Chennai,58212,21847,No
4293,Varun Bansal,1,Manager,Female,6,Mumbai,134653,26621,No
4294,Varun Bansal,4,Manager,Female,12,Delhi,148788,17478,No
4295,Karan Malhotra,2,Manager,Male,11,Mumbai,95346,5929,No
4296,Deepak Mishra,1,Manager,Female,14,Bangalore,43930,23270,No
4297,Arjun Das,5,Junior,Female,8,Chennai,137762,12673,No
4298,Vikas Yadav,3,Manager,Male,12,Chennai,62915,12671,No
4299,Karan Malhotra,4,Mid,Male,6,Bangalore,95202,12918,No
4300,Manish Jain,2,Junior,Female,14,Bangalore,97245,8911,No
4301,Ritu Saxena,1,Junior,Female,11,Mumbai,114942,27928,No
4302,Karan Malhotra,1,Manager,Female,10,Bangalore,141938,19202,No
4303,Suresh Reddy,5,Senior,Female,4,Mumbai,61106,9412,No
4304,Priya Singh,4,Mid,Female,10,Chennai,99526,5717,No
4305,Swati Joshi,1,Junior,Male,12,Delhi,58040,11365,No
4306,Varun Bansal,5,Mid,Female,7,Chennai,43962,22041,Yes
4307,Rohit Kumar,2,Senior,Male,7,Chennai,103390,6212,No
4308,Kavita Nair,5,Junior,Male,11,Delhi,132140,11435,No
4309,Nisha Agarwal,4,Mid,Female,8,Delhi,109792,20284,Yes
4310,Ritu Saxena,5,Manager,Male,2,Delhi,90665,5757,No
4311,Pooja Patel,1,Junior,Female,11,Chennai,100059,11902,No
4312,Ritu Saxena,1,Junior,Male,6,Bangalore,128672,10536,No
4313,Deepak Mishra,3,Junior,Female,14,Chennai,91324,24862,Yes
4314,Varun Bansal,5,Junior,Male,3,Bangalore,124855,19271,No
4315,Vikas Yadav,2,Manager,Female,8,Mumbai,146158,10572,Yes
4316,Sneha Iyer,4,Senior,Female,4,Chennai,57669,27453,No
4317,Nisha Agarwal,3,Senior,Male,14,Delhi,32597,26863,No
4318,Nisha Agarwal,5,Mid,Male,4,Chennai,59210,16867,No
4319,Kavita Nair,2,Manager,Male,2,Chennai,90697,10125,Yes
4320,Swati Joshi,3,Manager,Female,13,Delhi,31302,20492,No
4321,Deepak Mishra,1,Mid,Male,6,Mumbai,92583,10093,No
4322,Arjun Das,4,Manager,Male,6,Mumbai,107052,26976,No
4323,Rahul Verma,5,Manager,Female,1,Mumbai,130198,19848,No
4324,Aakash Pandey,2,Junior,Female,12,Mumbai,107790,5082,Yes
4325,Vikas Yadav,1,Junior,Male,8,Chennai,98060,12966,No
4326,Sneha Iyer,3,Junior,Male,3,Chennai,80240,25146,No
4327,Rahul Verma,4,Manager,Female,1,Delhi,84857,22784,Yes
4328,Varun Bansal,3,Manager,Female,10,Bangalore,80478,22042,No
4329,Aakash Pandey,3,Senior,Female,1,Delhi,37484,27629,No
4330,Anjali Mehta,2,Junior,Male,1,Mumbai,148957,18599,No
4331,Kavita Nair,1,Mid,Male,5,Bangalore,109747,16064,No
4332,Varun Bansal,5,Manager,Female,5,Delhi,119502,26534,No
4333,Ritu Saxena,2,Junior,Female,1,Mumbai,88627,22721,No
4334,Rohit Kumar,4,Senior,Female,5,Bangalore,33356,28524,No
4335,Varun Bansal,3,Junior,Male,7,Bangalore,52600,19489,No
4336,Priya Singh,4,Senior,Male,5,Mumbai,129406,19895,No
4337,Rohit Kumar,2,Senior,Male,9,Bangalore,47451,16416,No
4338,Pooja Patel,2,Manager,Male,4,Delhi,129048,13885,Yes
4339,Pooja Patel,5,Senior,Female,13,Delhi,33074,9327,No
4340,Pooja Patel,3,Senior,Female,9,Delhi,81642,24640,No
4341,Sneha Iyer,2,Mid,Male,12,Bangalore,86696,16719,Yes
4342,Pooja Patel,4,Senior,Female,8,Bangalore,148452,19238,No
4343,Arjun Das,5,Mid,Female,14,Mumbai,60858,15871,Yes
4344,Deepak Mishra,4,Mid,Male,13,Mumbai,65630,5863,No
4345,Pooja Patel,3,Junior,Female,1,Bangalore,57654,22633,No
4346,Kavita Nair,5,Junior,Male,13,Delhi,88226,18935,No
4347,Vikas Yadav,5,Manager,Male,4,Bangalore,44189,14410,No
4348,Nisha Agarwal,5,Manager,Male,7,Chennai,85107,26288,No
4349,Neha Gupta,1,Manager,Female,1,Delhi,86020,12361,No
4350,Manish Jain,5,Senior,Male,12,Chennai,32560,20378,Yes
4351,Neha Gupta,4,Junior,Female,8,Mumbai,67559,24286,No
4352,Rohit Kumar,4,Senior,Female,14,Bangalore,132138,9806,Yes
4353,Neha Gupta,3,Junior,Male,11,Chennai,147462,10383,Yes
4354,Aakash Pandey,2,Senior,Male,2,Bangalore,54652,18826,No
4355,Anjali Mehta,2,Manager,Male,8,Chennai,82266,14686,No
4356,Rahul Verma,1,Junior,Male,11,Bangalore,142539,19574,No
4357,Arjun Das,5,Junior,Male,13,Delhi,94017,7336,No
4358,Deepak Mishra,1,Mid,Female,4,Mumbai,93318,21751,Yes
4359,Rohit Kumar,3,Junior,Female,8,Delhi,76299,21795,No
4360,Anjali Mehta,3,Junior,Female,1,Mumbai,96548,24477,Yes
4361,Kavita Nair,2,Senior,Male,12,Delhi,132589,13034,No
4362,Pooja Patel,3,Manager,Male,5,Mumbai,137370,21737,No
4363,Deepak Mishra,5,Mid,Female,9,Delhi,116277,27062,No
4364,Priya Singh,4,Senior,Male,7,Bangalore,66324,22722,Yes
4365,Sneha Iyer,3,Junior,Female,3,Delhi,143280,26261,No
4366,Karan Malhotra,1,Senior,Female,4,Chennai,32325,21712,No
4367,Nisha Agarwal,5,Manager,Female,10,Chennai,86109,14685,Yes
4368,Amit Sharma,3,Mid,Male,7,Bangalore,121837,13155,No
4369,Kavita Nair,3,Senior,Male,14,Bangalore,127942,28400,No
4370,Kavita Nair,5,Junior,Female,6,Bangalore,115908,16021,No
4371,Rahul Verma,3,Senior,Male,13,Chennai,48738,6486,No
4372,Suresh Reddy,4,Junior,Male,13,Delhi,107695,12607,No
4373,Manish Jain,2,Mid,Male,4,Bangalore,106382,25119,Yes
4374,Karan Malhotra,5,Mid,Female,3,Delhi,85845,22121,No
4375,Aakash Pandey,1,Senior,Female,11,Mumbai,106955,10367,No
4376,Swati Joshi,3,Mid,Female,2,Delhi,75355,8888,No
4377,Sneha Iyer,2,Manager,Female,10,Delhi,114314,18482,No
4378,Pooja Patel,1,Senior,Female,12,Chennai,68310,11892,No
4379,Nisha Agarwal,1,Junior,Male,9,Delhi,132825,9843,No
4380,Ritu Saxena,4,Senior,Female,3,Chennai,46425,11291,No
4381,Kavita Nair,2,Junior,Male,7,Mumbai,77419,7668,No
4382,Ritu Saxena,5,Mid,Female,1,Chennai,124845,9238,No
4383,Ritu Saxena,2,Junior,Male,8,Mumbai,48232,26455,No
4384,Vikas Yadav,2,Junior,Male,1,Mumbai,105852,9166,No
4385,Manish Jain,1,Junior,Female,12,Bangalore,99727,19240,No
4386,Nisha Agarwal,4,Junior,Male,2,Delhi,86582,5637,No
4387,Suresh Reddy,4,Manager,Male,1,Delhi,82018,25946,Yes
4388,Pooja Patel,2,Junior,Male,4,Bangalore,43024,7641,No
4389,Varun Bansal,2,Senior,Male,2,Bangalore,121758,29616,No
4390,Aakash Pandey,3,Manager,Male,1,Delhi,86045,17177,Yes
4391,Manish Jain,1,Junior,Male,1,Bangalore,87548,16138,No
4392,Karan Malhotra,5,Junior,Female,2,Bangalore,43599,13962,Yes
4393,Suresh Reddy,5,Junior,Male,6,Mumbai,98870,10802,Yes
4394,Sneha Iyer,4,Manager,Female,2,Bangalore,115579,25758,Yes
